(29, 6)
(31, 8)
(33, 6)
(35, 6)
(37, 8)
(39, 11)
(41, 11)
(43, 11)
(45, 10)
(47, 10)
(49, 12)
(51, 11)
(53, 11)
(55, 8)
(57, 7)
(59, 13)
(61, 17)
(63, 24)
(65, 31)
(67, 53)
(69, 53)
(71, 49)
+
(2, 6)
(4, 5)
(6, 4)
(8, 4)
(10, 5)
(12, 5)
(14, 5)
(16, 4)
(18, 5)
(20, 6)
(22, 5)
(24, 4)
(26, 5)
(28, 5)
(30, 5)
(32, 8)
(34, 7)
(36, 6)
(38, 6)
(40, 7)
(42, 9)
(44, 11)
(46, 11)
(48, 11)
(50, 9)
(52, 8)
(54, 10)
(56, 17)
(58, 15)
(60, 12)
(62, 18)
(64, 19)
(66, 41)
(68, 104)
(70, 36)
(72, 113)
+
(3, 4)
(5, 4)
(7, 5)
(9, 4)
(11, 4)
(13, 5)
(15, 4)
(17, 4)
(19, 5)
(21, 6)
(23, 5)
(25, 5)
(27, 4)
(29, 6)
(31, 6)
(33, 6)
(35, 6)
(37, 6)
(39, 8)
(41, 7)
(43, 7)
(45, 10)
(47, 14)
(49, 19)
(51, 34)
(53, 113)
(55, 113)
(57, 113)
(59, 113)
-
(2, 6)
(4, 5)
(6, 5)
(8, 6)
(10, 4)
(12, 5)
(14, 5)
(16, 4)
(18, 4)
(20, 4)
(22, 5)
(24, 5)
(26, 5)
(28, 6)
(30, 7)
(32, 6)
(34, 5)
(36, 6)
(38, 7)
(40, 8)
(42, 7)
(44, 7)
(46, 10)
(48, 9)
(50, 11)
(52, 10)
(54, 10)
(56, 13)
(58, 14)
(60, 14)
(62, 16)
(64, 17)
(66, 35)
+
(3, 6)
(5, 5)
(7, 5)
(9, 4)
(11, 5)
(13, 4)
(15, 5)
(17, 5)
(19, 5)
(21, 4)
(23, 5)
(25, 4)
(27, 4)
(29, 6)
(31, 6)
(33, 6)
(35, 6)
(37, 6)
(39, 7)
(41, 11)
(43, 8)
(45, 10)
(47, 8)
(49, 11)
(51, 10)
(53, 10)
(55, 13)
(57, 12)
(59, 19)
(61, 16)
(63, 67)
(65, 113)
(67, 113)
-
(2, 4)
(4, 4)
(6, 5)
(8, 4)
(10, 5)
(12, 6)
(14, 4)
(16, 4)
(18, 5)
(20, 4)
(22, 5)
(24, 5)
(26, 5)
(28, 5)
(30, 5)
(32, 6)
(34, 6)
(36, 6)
(38, 7)
(40, 8)
(42, 11)
(44, 11)
(46, 10)
(48, 10)
(50, 12)
(52, 12)
(54, 11)
(56, 15)
(58, 17)
(60, 23)
(62, 29)
(64, 39)
(66, 113)
+
