(2, 5)
(4, 5)
(6, 4)
(8, 6)
(10, 4)
(12, 5)
(14, 4)
(16, 5)
(18, 6)
(20, 5)
(22, 4)
(24, 4)
(26, 4)
(28, 5)
(30, 5)
(32, 5)
(34, 6)
(36, 7)
(38, 8)
(40, 9)
(42, 10)
(44, 9)
(46, 10)
(48, 11)
(50, 10)
(52, 10)
(54, 8)
(56, 9)
(58, 10)
(60, 35)
(62, 69)
+
(3, 5)
(5, 5)
(7, 4)
(9, 4)
(11, 4)
(13, 5)
(15, 5)
(17, 5)
(19, 4)
(21, 5)
(23, 5)
(25, 5)
(27, 5)
(29, 6)
(31, 6)
(33, 6)
(35, 7)
(37, 6)
(39, 8)
(41, 8)
(43, 8)
(45, 14)
(47, 16)
(49, 23)
(51, 32)
+
(2, 5)
(4, 4)
(6, 4)
(8, 5)
(10, 5)
(12, 4)
(14, 5)
(16, 5)
(18, 4)
(20, 5)
(22, 4)
(24, 5)
(26, 4)
(28, 5)
(30, 5)
(32, 5)
(34, 7)
(36, 7)
(38, 7)
(40, 7)
(42, 9)
(44, 8)
(46, 10)
(48, 10)
(50, 11)
(52, 113)
+
(3, 5)
(5, 5)
(7, 5)
(9, 5)
(11, 5)
(13, 5)
(15, 5)
(17, 5)
(19, 5)
(21, 4)
(23, 4)
(25, 4)
(27, 5)
(29, 6)
(31, 5)
(33, 6)
(35, 6)
(37, 7)
(39, 7)
(41, 8)
(43, 8)
(45, 7)
(47, 9)
(49, 10)
(51, 10)
(53, 10)
-
(2, 4)
(4, 5)
(6, 5)
(8, 5)
(10, 4)
(12, 6)
(14, 5)
(16, 4)
(18, 4)
(20, 5)
(22, 5)
(24, 4)
(26, 4)
(28, 5)
(30, 5)
(32, 6)
(34, 6)
(36, 6)
(38, 7)
(40, 7)
(42, 8)
(44, 7)
(46, 8)
(48, 9)
(50, 7)
(52, 10)
(54, 10)
(56, 12)
(58, 33)
(60, 113)
-
(3, 4)
(5, 4)
(7, 6)
(9, 5)
(11, 4)
(13, 5)
(15, 5)
(17, 4)
(19, 6)
(21, 5)
(23, 4)
(25, 4)
(27, 4)
(29, 6)
(31, 7)
(33, 6)
(35, 8)
(37, 9)
(39, 7)
(41, 6)
(43, 7)
(45, 7)
(47, 8)
(49, 9)
(51, 8)
(53, 15)
(55, 14)
(57, 18)
(59, 32)
(61, 56)
(63, 113)
(65, 113)
(67, 113)
(69, 113)
(71, 113)
+
(2, 4)
(4, 5)
(6, 6)
(8, 5)
(10, 4)
(12, 5)
(14, 6)
(16, 5)
(18, 5)
(20, 5)
(22, 4)
(24, 4)
(26, 5)
(28, 5)
(30, 5)
(32, 6)
(34, 6)
(36, 7)
(38, 9)
(40, 8)
(42, 10)
(44, 8)
(46, 9)
(48, 10)
(50, 11)
(52, 11)
(54, 15)
-
(3, 4)
(5, 4)
(7, 5)
(9, 4)
(11, 5)
(13, 4)
(15, 5)
(17, 5)
(19, 4)
(21, 5)
(23, 4)
(25, 5)
(27, 5)
(29, 6)
(31, 6)
(33, 7)
(35, 6)
(37, 6)
(39, 7)
(41, 8)
(43, 9)
(45, 8)
(47, 12)
(49, 11)
(51, 12)
(53, 8)
(55, 15)
(57, 16)
(59, 20)
(61, 51)
(63, 50)
-
(2, 4)
(4, 4)
(6, 4)
(8, 5)
(10, 4)
(12, 4)
(14, 5)
(16, 5)
(18, 5)
(20, 5)
(22, 5)
(24, 5)
(26, 5)
(28, 7)
(30, 6)
(32, 7)
(34, 7)
(36, 9)
(38, 8)
(40, 7)
(42, 7)
(44, 7)
(46, 8)
(48, 9)
(50, 16)
(52, 73)
(54, 113)
(56, 113)
(58, 113)
(60, 113)
-
(3, 6)
(5, 5)
(7, 4)
(9, 5)
(11, 4)
(13, 5)
(15, 5)
(17, 4)
(19, 5)
(21, 5)
(23, 4)
(25, 4)
(27, 5)
(29, 5)
(31, 5)
(33, 6)
(35, 6)
(37, 7)
(39, 8)
(41, 8)
(43, 8)
(45, 7)
(47, 11)
(49, 10)
(51, 11)
(53, 10)
(55, 22)
(57, 48)
(59, 45)
(61, 113)
(63, 113)
(65, 113)
(67, 113)
(69, 113)
-
(3, 5)
(5, 4)
(7, 4)
(9, 5)
(11, 4)
(13, 4)
(15, 5)
(17, 5)
(19, 5)
(21, 5)
(23, 5)
(25, 5)
(27, 6)
(29, 6)
(31, 8)
(33, 7)
(35, 8)
(37, 8)
(39, 7)
(41, 8)
(43, 8)
(45, 8)
(47, 10)
(49, 10)
(51, 10)
-
(2, 4)
(4, 5)
(6, 5)
(8, 6)
(10, 4)
(12, 4)
(14, 5)
(16, 5)
(18, 5)
(20, 5)
(22, 5)
(24, 5)
(26, 5)
(28, 4)
(30, 5)
(32, 6)
(34, 6)
(36, 6)
(38, 7)
(40, 9)
(42, 8)
(44, 7)
(46, 6)
(48, 9)
(50, 11)
(52, 12)
(54, 15)
(56, 22)
(58, 22)
(60, 113)
(62, 113)
(64, 113)
(66, 113)
(68, 113)
+
(3, 5)
(5, 5)
(7, 4)
(9, 4)
(11, 4)
(13, 5)
(15, 6)
(17, 5)
(19, 4)
(21, 5)
(23, 5)
(25, 4)
(27, 5)
(29, 5)
(31, 6)
(33, 6)
(35, 7)
(37, 6)
(39, 9)
(41, 11)
(43, 10)
(45, 12)
(47, 11)
(49, 22)
(51, 113)
(53, 113)
(55, 113)
(57, 113)
(59, 113)
-
(2, 4)
(4, 5)
(6, 5)
(8, 4)
(10, 6)
(12, 6)
(14, 4)
(16, 5)
(18, 4)
(20, 4)
(22, 5)
(24, 5)
(26, 6)
(28, 5)
(30, 5)
(32, 5)
(34, 7)
(36, 5)
(38, 6)
(40, 7)
(42, 7)
(44, 7)
(46, 6)
(48, 7)
(50, 8)
(52, 9)
+
(3, 4)
(5, 4)
(7, 4)
(9, 4)
(11, 4)
(13, 6)
(15, 5)
(17, 5)
(19, 4)
(21, 5)
(23, 5)
(25, 6)
(27, 6)
(29, 5)
(31, 7)
(33, 6)
(35, 6)
(37, 7)
(39, 7)
(41, 7)
(43, 11)
(45, 10)
(47, 11)
(49, 11)
(51, 12)
(53, 13)
(55, 13)
(57, 10)
(59, 12)
(61, 13)
(63, 58)
+
(2, 4)
(4, 4)
(6, 4)
(8, 4)
(10, 5)
(12, 5)
(14, 4)
(16, 5)
(18, 5)
(20, 5)
(22, 5)
(24, 7)
(26, 6)
(28, 6)
(30, 6)
(32, 7)
(34, 8)
(36, 7)
(38, 8)
(40, 8)
(42, 7)
(44, 8)
(46, 8)
(48, 10)
(50, 11)
(52, 11)
(54, 11)
(56, 13)
(58, 16)
(60, 48)
(62, 71)
(64, 72)
(66, 113)
(68, 113)
-
(3, 5)
(5, 4)
(7, 6)
(9, 5)
(11, 5)
(13, 5)
(15, 4)
(17, 5)
(19, 5)
(21, 6)
(23, 7)
(25, 4)
(27, 5)
(29, 5)
(31, 5)
(33, 5)
(35, 5)
(37, 5)
(39, 7)
(41, 6)
(43, 6)
(45, 8)
(47, 10)
(49, 10)
(51, 9)
(53, 9)
(55, 14)
(57, 14)
(59, 37)
(61, 82)
(63, 96)
(65, 97)
-
(2, 4)
(4, 4)
(6, 5)
(8, 4)
(10, 4)
(12, 4)
(14, 5)
(16, 4)
(18, 5)
(20, 5)
(22, 5)
(24, 5)
(26, 5)
(28, 7)
(30, 9)
(32, 9)
(34, 10)
(36, 8)
(38, 9)
(40, 7)
(42, 7)
(44, 8)
(46, 9)
(48, 9)
(50, 14)
(52, 11)
(54, 11)
(56, 17)
(58, 14)
(60, 37)
(62, 113)
(64, 113)
(66, 113)
(68, 113)
(70, 113)
(72, 113)
-
(3, 4)
(5, 5)
(7, 5)
(9, 4)
(11, 5)
(13, 5)
(15, 5)
(17, 4)
(19, 4)
(21, 4)
(23, 5)
(25, 5)
(27, 5)
(29, 5)
(31, 5)
(33, 5)
(35, 5)
(37, 6)
(39, 8)
(41, 9)
(43, 11)
(45, 10)
(47, 11)
(49, 11)
(51, 19)
(53, 20)
(55, 18)
(57, 32)
+
(2, 5)
(4, 5)
(6, 5)
(8, 4)
(10, 4)
(12, 5)
(14, 4)
(16, 4)
(18, 4)
(20, 5)
(22, 5)
(24, 5)
(26, 6)
(28, 5)
(30, 6)
(32, 6)
(34, 7)
(36, 7)
(38, 11)
(40, 9)
(42, 9)
(44, 12)
(46, 12)
(48, 10)
(50, 9)
(52, 11)
(54, 14)
(56, 101)
(58, 91)
(60, 113)
(62, 113)
-
