(3, 4)
(5, 5)
(7, 7)
(9, 4)
(11, 4)
(13, 4)
(15, 5)
(17, 4)
(19, 4)
(21, 5)
(23, 5)
(25, 4)
(27, 4)
(29, 5)
(31, 6)
(33, 6)
(35, 7)
(37, 6)
(39, 6)
(41, 7)
(43, 9)
(45, 8)
(47, 8)
(49, 11)
(51, 13)
(53, 16)
(55, 23)
(57, 99)
(59, 113)
+
(2, 5)
(4, 4)
(6, 4)
(8, 4)
(10, 4)
(12, 4)
(14, 4)
(16, 4)
(18, 5)
(20, 5)
(22, 4)
(24, 5)
(26, 6)
(28, 7)
(30, 6)
(32, 5)
(34, 7)
(36, 7)
(38, 8)
(40, 8)
(42, 8)
(44, 9)
(46, 10)
(48, 11)
(50, 12)
(52, 11)
(54, 10)
(56, 39)
(58, 62)
(60, 31)
(62, 113)
(64, 113)
(66, 113)
+
(3, 5)
(5, 4)
(7, 5)
(9, 4)
(11, 4)
(13, 5)
(15, 4)
(17, 4)
(19, 5)
(21, 4)
(23, 4)
(25, 5)
(27, 6)
(29, 6)
(31, 6)
(33, 6)
(35, 5)
(37, 5)
(39, 6)
(41, 6)
(43, 7)
(45, 7)
(47, 8)
(49, 10)
-
(2, 4)
(4, 5)
(6, 4)
(8, 5)
(10, 6)
(12, 5)
(14, 5)
(16, 5)
(18, 4)
(20, 4)
(22, 4)
(24, 4)
(26, 4)
(28, 6)
(30, 5)
(32, 5)
(34, 7)
(36, 6)
(38, 7)
(40, 6)
(42, 6)
(44, 6)
(46, 10)
(48, 10)
(50, 10)
-
(3, 5)
(5, 4)
(7, 4)
(9, 4)
(11, 4)
(13, 4)
(15, 4)
(17, 5)
(19, 4)
(21, 4)
(23, 5)
(25, 5)
(27, 6)
(29, 6)
(31, 7)
(33, 7)
(35, 7)
(37, 8)
(39, 9)
(41, 8)
(43, 10)
(45, 8)
(47, 9)
(49, 10)
(51, 10)
(53, 15)
(55, 12)
(57, 13)
(59, 13)
(61, 16)
(63, 20)
(65, 67)
(67, 72)
(69, 113)
(71, 113)
-
(2, 6)
(4, 5)
(6, 5)
(8, 4)
(10, 4)
(12, 4)
(14, 5)
(16, 4)
(18, 4)
(20, 5)
(22, 5)
(24, 4)
(26, 5)
(28, 5)
(30, 5)
(32, 7)
(34, 6)
(36, 7)
(38, 6)
(40, 6)
(42, 6)
(44, 6)
(46, 8)
(48, 7)
(50, 10)
(52, 11)
(54, 16)
(56, 27)
(58, 47)
(60, 113)
(62, 113)
-
